|itemID|title|author|language|collection|isbn|publisher|description|main topic|subtopics
53732|59398|Blood Cruise|Mats Strandberg||||MOBIUS||FK|FM
53742|49643|Blood World|Chris Mooney||||BERKLEY BOOKS||FDB|"FHK|FL"
53745|52807|Blood on the River: James Town 1607|Elisa Carbone||||PERFECTION LEARNING CORP||YFT|
53752|39813|Bloodlord|Christopher Woods||||Woods Publishing||FL|
53755|15009|Bloody Marry Me 1: Blut ist dicker als Whiskey|M. D. Hirt||||Carlsen Verlag GmbH||YFHR|"5AT|5AX|5JA|6FG|FBA|FMK|FMR|FMX|FN|FQ|FRD|FRM|FRT|FXB"
53756|26432|Bloody Mary|Nadine Roth||||Sternensand Verlag||FKM|"5AQ|FMR"
53776|40591|Blue Scorpion - Last Flight of the Ancients|Karen S Lee||||Xlibris AU||FM|
53787|13196|Blut des Ozeans|M. J. Lightner||||Tomfloor Verlag||FMW|"FMW|FMX"
53800|58779|Blutrosen|Monika Feth||||cbt||YFCF|"5AQ|1DFG-DE-VRC|FF|YFB|YXE|YXR|3MRBF"
53807|63559|Blätter der Unsterblichkeit|Halo Summer||||Books on Demand||YFH|"5AN|FM|YFH"
53825|19931|Bodyguard: Target (Book 4)|Chris Bradford||||Penguin Random House Children's UK||YFCB|
53831|55053|Bones of Empire|Aaron Rosenberg||||Falstaff Books, LLC||FM|
53835|13726|BonnTastik II|||||Books on Demand||FM|
53842|6432|Book Wyrms & Other Strange Bibliological Creatures|Jessica Feinberg||||Jessica C. Feinberg||FM|
53845|66045|BookElements 1: Die Magie zwischen den Zeilen|Stefanie Hasse||||Carlsen Verlag GmbH||YFHR|"5AQ|5JA|5LKE|6FG|FMR|FMX|FRT|YFHR"
53856|13431|Born to Fly|Michael Ferrari||||YEARLING||YFT|1KBB
53857|45835|Born to Run|Michael Morpurgo||||HarperCollins Publishers||YFB|"4Z-GB-ACJ|YFP"
53858|21626|Born to Win: Miss Rhonda's Day Care Visits the Children with Cancer|Reazonda Kelly Smith||||AUTHORHOUSE||YFG|
53881|42560|Boy In The Tower|Polly Ho-Yen||||Penguin Random House Children's UK||YFC|YFG
53882|25819|Boy Meets Girl|Meg Cabot||||William Morrow Paperbacks||FRD|
53899|2299|Bravo, Amelia Bedelia!|Herman Parish||||PERFECTION LEARNING CORP||YFQ|
53904|32346|Breakaway|Andrea Montalbano||||PUFFIN BOOKS||YXHB|YFR
53913|54729|Breaking Windows|||||Prime||FM|
53923|27552|Briar Rose: A Novel of the Holocaust|Jane Yolen||||TOR BOOKS||NHTZ1|"YFH|YFJ|YFT"
53941|36781|Brock|Anthony McGowan||||Barrington Stoke Ltd||YFB|5AR
53944|50052|Broken Beautiful Hearts|Kami Garcia||||SQUARE FISH||YFM|"YXE|YXQ"
53964|8486|Brujo|J. Stewart||||Outskirts Press||YFU|
53969|57770|Brutal|Michael Harmon||||KNOPF||YXQF|"YFN|YFS|YXF"
53970|37518|Bräuche-Quiz|||||Kaufmann Ernst Vlg GmbH||WDKX|"5AJ|YBL|YNRM|YNVP|YZG"
53980|12563|Buchbinden für Kinder|Petra Paffenholz||||Haupt Verlag AG||AKLB|"5AG|AKH|YNPH"
53981|48033|Buchland Band 1-3: Buchland / Beatrice. Rückkehr ins Buchland / Bibliophilia. Das Ende des Buchlands|Markus Walther||||Acabus Verlag||FBA|"1DFG|FDK|FM"
53985|8465|Buddha Stories|Demi||||SQUARE FISH||YFJ|"1F|YFK"
53996|45100|Bugville Critters Explore the Solar System (Bugville Critters #21)|Robert Stanek||||Reagent Press Books for Young Readers||YFB|YNT
53997|14925|Bugville Critters Go to Camp (Bugville Critters #20)|Robert Stanek||||Reagent Press Books for Young Readers||YFR|
53998|62975|Bugville Critters Remember Their Manners (Bugville Critters #19)|Robert Stanek||||Reagent Press Books for Young Readers||YFB|YX
54001|282|Built for Speed: Branches Book (Layla and the Bots #2), Volume 2|Vicky Fang||||SCHOLASTIC||YFR|
54012|68810|Bungo Stray Dogs, Vol. 18|KAFKA ASAGIRI||||Little, Brown & Company||YFB|
54014|33569|Bunker D13|Marius Rösch||||epubli||FL|
54041|23726|Bursts of Fire|Susan Forest||||Laksa Media Groups Inc.||FMB|
54042|25690|Bus Depot|John Allan||||Pegasus Elliot Mackenzie Publishers||YFC|
54046|12051|Buttercup Sunshine and the House on Hangman's Hill|Colin Mulhern||||Maverick Arts Publishing||YFD|5AG
54049|46095|Butterfly Yellow|Thanhhà Lai||||HARPERCOLLINS||YXZM|"YFN|YXF"
54051|30406|Buzz Boy and Fly Guy|Tedd Arnold||||TURTLEBACK BOOKS||YFQ|
54067|69576|Böse Witze|Erhard Dietl||||dtv Verlagsgesellschaft||YNU|"5AJ|YF"
54079|69179|C.S. - Detetive Paranormal: Sakrifikatu Munstroak|Marina Sandoval||||LIGHTNING SOURCE INC||FM|
54111|41635|Caliburn|Frauke Besteman||||Books on Demand||FDK|"FDK|FMM|FMR"
54116|1678|Call it magic 1: Nachtschwärmer|Cat Dylan, Laini Otis||||Carlsen Verlag GmbH||YFHR|"5AX|5JA|6FG|FLQ|FMM|FMR|FMX|FRD|FRM|FRT|FXB|YFHR|YFJ"
54120|29608|Calliope the Upward-Thinking Platypus|Kathryn Holliston Ortiz||||AUTHORHOUSE||YXD|YF
54122|73228|Camille's Team: Social Skills: Cooperation|Stuart J. Murphy||||CHARLESBRIDGE PUB||YF|
54128|685|Camp Honor, Band 2: Der Auftrag|Scott McEwen, Hof Williams||||Ravensburger Verlag||YFC|"5AQ|YFCB|YFCF"
54141|78871|Candhun|Diana Klewinghaus||||Books on Demand||FMB|"FMH|FMR"
54142|25447|Candor|Pam Bachorz||||CAROLRHODA LAB||YFH|
54155|2864|Capitan Low|Diego Bortolozzo||||Lulu.com||FL|
54164|9799|Captain and Matey Set Sail|Daniel Laurence||||HARPERCOLLINS||YFQ|YFC
54168|42749|Captives of the Fern Queen|S. G. Byrd||||Torchflame Books||YFH|
54169|30150|Capturing the Devil|Kerri Maniscalco||||Little, Brown & Company||YFCB|YFCF
54172|47978|Carabelle|Renee Lichtenhan||||Anaiah Adventures||YFK|"5PGM|YFN"
54186|79051|Carlsen Klartext: Feminismus|Juliane Frisse||||Carlsen Verlag GmbH||JBSF11|"5AP|5PS|4CF|YNG|YNKA|YPJ|YXA|YXB|YXC|YXD"
54194|36272|Cars 2: Race Around the World|Random House Disney||||RANDOM HOUSE DISNEY||YFC|
54195|53554|Cars 2: Super Spies|Random House Disney||||RANDOM HOUSE DISNEY||YFCF|
54197|73176|Carthy Family Secret Book 1 of 4 Part 2: Information and Stories|K. M. M.||||IUNIVERSE INC||FMH|FV
54201|49900|Casey's Adventure|Darla R. Williams||||FRIESENPR||YFP|
54222|28036|Catalyst|Jk Franks||||Red Leaf Books||FLQ|
54224|55534|Catch Me|Parker Blue||||Bell Bridge Books||YFH|
54232|66889|Catnapped!|Erin Soderberg||||RANDOM HOUSE||YFC|YFP
54236|11149|Cautionary Tales from the Letter D|David Ranalli||||Austin Macauley||FM|
54257|59607|Cereal Superfan: A Bloomsbury Young Reader|Julia Donaldson||||Bloomsbury Publishing PLC||YBCS|"5AF|4CD|YFQ"
54258|56582|Ceres|Axel Kruse||||Atlantis Verlag Guido Latz||FLP|5JB
54272|39966|Chancho El Mentiroso (Pig the Fibber)|Aaron Blabey||||SCHOLASTIC||YFP|
54276|8594|Changers, Book One: Drew|Allison Glock-Cooper, T. Cooper||||Little, Brown Book Group||YFG|YFS
54288|73378|Charlie Bone and the Blue Boa|Jenny Nimmo||||Egmont UK Ltd||YFH|5AK
54294|25429|Charlie's Gobstoppingly Great Sticker Activity Book|Roald Dahl||||GROSSET DUNLAP||YBG|YF
54296|41534|Charlotte Bronte Before Jane Eyre|Glynnis Fawkes||||Disney Book Publishing Inc.||XADC|YF
54318|72617|Cherryblossom, Nymphenherz|Mina Kamp||||Droemer/Knaur||FMR|"1DDU-GB-SHQ|FBA"
54319|11106|Cherub 01. The Recruit|Robert Muchamore||||Hachette Children's  Book||YFCB|"5AK|5AM|5AN|4CL|YFCF"
54330|74877|Chicken's Adventures in Town|Andrew V. Solien||||University of Papua New Guinea Press||YFB|"1M|YNM"
54341|5999|Children of a Broken Sky|Adam J. Nicolai||||Adam J Nicolai||FMB|
54395|3750|Chronicles of Narnia 2. The Lion, the Witch and the Wardrobe|Clive Staples Lewis||||Harper Collins Publ. UK||YFA|"5AL|YFH"
54397|14713|Chronika|Julia Schmuck||||Drachenmond-Verlag||FMR|FMX
54400|16951|Chroniken von Chaos und Ordnung Band 1-4: Thorn Gandir / Telos Malakin / Bargh Barrowson / Lucretia |J. H. Praßl||||Acabus Verlag||FMB|
54401|40547|Chroniques du Premier Monde|Phil Youss||||Books on Demand||FM|
54407|42031|Chu Ju's House|Gloria Whelan||||HARPERCOLLINS||YFN|1F
54412|74649|Cilla Lee-Jenkins: This Book Is a Classic|Susan Tan||||SQUARE FISH||YFQ|1KBB
54434|22933|City of Fallen Angels, Volume 4|Cassandra Clare||||MARGARET K MCELDERRY BOOKS||YFHR|YFC
54450|4402|Class Picture Day|Margaret Mcnamara||||SIMON SPOTLIGHT||YFS|
54468|52472|Claude in the City|Alex T. Smith||||Hachette Children's Group||YFP|
54476|39788|Claws!|R. L. Stine||||SCHOLASTIC||YFD|
54491|25682|Clock's Watch|Michael Reyes||||Lulu.com||FM|
54500|70136|Cloud 9|Alex Campbell||||Hot Key Books||YFCB|"5AP|YFG"
54501|21111|Cloud Dance|Thomas Locker||||HARCOURT BRACE & CO||YF|
54511|67083|Coco kommt ins Krankenhaus|Margret Rey, Hans Augusto Rey, H.A. Rey||||Diogenes Verlag AG||YBC|"5AD|YBL|YF"
54513|62866|Code Name|Tony Evans||||Xlibris||FL|
54526|46500|Cogadh na Reann|H. G. Wells||||Evertype||FL|
54531|68023|Cold Comfort|Eric Thomson||||Sanddiver Books||FLR|
54546|31522|Collins Big Cat - Little Women: Pearl/Band 18|Katie Dale||||HARPERCOLLINS UK||YFA|YFN
54563|67264|Colorear para infantil (Libros para niños de 2 años - Libro para colorear números, colores y formas)|Garcia Santiago||||Fichas de preescolar||YBG|
54564|61908|Colorear para infantile (Fichas de trazar y colorear para mejorar el control del rotulador - Vol 1)|Garcia Santiago||||Fichas de preescolar||YBG|
54565|14225|Colorear para infantile (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54566|51755|Colorear para niños en edad preescolar (Fichas de trazar y colorear para mejorar el control del rotu|Garcia Santiago||||Fichas de preescolar||YBG|
54567|63878|Colorear para pre-infantil (Fichas de trazar y colorear para mejorar el control del rotulador - Vol |Garcia Santiago||||Fichas de preescolar||YBG|
54568|41326|Colorear para pre-infantil (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54581|15592|Colours and Shapes|DK||||Dorling Kindersley Ltd||YBLD|
54593|18101|Comet in Moominland|Tove Jansson||||Penguin Random House Children's UK||YFA|5AH
54601|48296|Commentarii de Inepto Puero|Jeff Kinney||||Il Castoro||YFB|
54606|57518|Companions: The Gorgon's Gaze|Julia Golding||||Oxford University Press||YFC|YFH
54611|13970|Complete Ghost Stories|Charles Dickens||||WORDSWORTH ED||YFD|
54617|31359|ConCrafter - Neue Minecraft-Facts und Commands|Concrafter||||FISCHER New Media||YNVU|"5AN|WD|YF"
54620|24325|Conan the Barbarian, selected short stories including Gods of the North, Iron Shadows in the Moon, Q|Robert E. Howard||||Benediction Classics||FMH|
54631|45046|Confessions: The Paris Mysteries|James Patterson, Maxine Paetro||||Cornerstone||YFCF|
54634|61139|Conflict at Chillicothe|Karen Meyer||||SABLE CREEK PR||YFK|
54645|39168|Conni Gelbe Reihe: Mein tolles Spiel- und Rätselbuch für die Weihnachtszeit|Hanna Sörensen||||Carlsen Verlag GmbH||YBG|"5AF|5HPD|5HRD"
54651|51847|Conscience of the King|Showandah S. Terrill||||Shorthorse Press||FJ|FL
54657|8224|Constance Verity Saves the World|A. Lee Martinez||||SAGA PR||FMX|
54658|51072|Constance: A Story of Early Plymouth|Patricia Clapp||||LIZZIE SKURNICK BOOKS||YFT|1KBB
54663|28987|Contar (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54664|54916|Contar hasta 100 (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54666|64948|Contar números para infantil (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54670|63630|Contes Et Legendes de la Mythologie Grecque|Claude Pouzadoux||||DISTRIBOOKS INTL INC||YFJ|
54683|2491|Cool Cat, Hot Dog|Sandy Turner||||Atheneum||YFQ|
54684|61696|Cool bleiben, Hugo!|Sabine Zett||||Loewe Verlag GmbH||YFB|"5AL|YFB|YFQ"
54701|58573|Cordelia Codd: It's Alive!|Claire O'Brien||||Hachette Children's Group||YFB|
54718|2179|Count All Her Bones|April Henry||||St Martin's Press||YFCB|"YFCF|YXK"
54729|6299|Counting (Math Counts: Updated Editions)|Henry Pluckrose||||CHILDRENS PR||YBLC|
54731|48308|Counting Activities For Kids|Speedy Publishing Llc||||Speedy Publishing Books||YBLC|
54732|53240|Counting And Colors|Speedy Publishing Llc||||Speedy Publishing Books||YBLC|
54733|59121|Counting Animals|Speedy Publishing Llc||||Baby Professor||YBLC|
54734|26847|Counting Animals With Friends|Speedy Publishing Llc||||Speedy Publishing Books||YBLC|
54735|16151|Counting Apples and Oranges|Speedy Publishing Llc||||Speedy Publishing Books||YBLC|
54736|6624|Counting Bears and Cubs|Speedy Publishing Llc||||Speedy Publishing Books||YBLC|
54737|64646|Counting Birds|Alice Melvin||||Tate Publishing||YBLC|
54738|22802|Counting Book For Toddlers|Speedy Publishing Llc||||Speedy Publishing LLC||YBLC|
54739|77768|Counting Colors Book|Speedy Publishing Llc||||Speedy Publishing LLC||YBLC|
54740|79016|Counting Dinosaurs|Speedy Publishing Llc||||Speedy Publishing LLC||YBLC|
54741|52775|Counting Stars|Keris Stainton||||Hot Key Books||YFM|"5AQ|YFQ"
54748|10115|Courageous|Dina L. Sleiman||||BETHANY HOUSE PUBL||YFT|"QRM|YFK|YFM"
54749|18506|Courageous Princess Volume 2|Rod Espinosa||||DARK HORSE COMICS||YFH|
54756|43983|Coven Queen|Jeramy Goble||||Noachian Books||FMB|
54767|49749|Crack Coach|Steven Sandor||||JAMES LORIMER||YFR|YXJ
54768|74295|Crack-Up Comics Collection (Bendy)|Vannotes _||||Scholastic US||YFCB|"YFB|YFD|YFN|YNUC|YNVU|YNXB"
54787|63755|Creatura|Nely Cab||||Clean Teen Publishing||YFJ|"1QBAG|1QBAR"
54793|9594|Creep Con|Kim Firmston||||JAMES LORIMER||YXQD|"YF|YXHL"
54811|16553|Crisanta Knight: The Liar, The Witch, & The Wormhole|Geanna Culbertson||||Boutique of Quality Books||YFH|"YFN|YXF"
54816|59118|Cronaca Galattica|Diego Bortolozzo||||Lulu.com||FL|
54823|10141|Crossing the Rubicon|Valerie Francis||||Bocereas Press||YFH|
54829|72321|Crossroads to Eden|Fred M. Frohock||||Archway Publishing||FLPB|
54831|30537|Crown of Earth, Volume 3|Hilari Bell||||ALADDIN||YFC|YFH
54832|38083|Crown of Midnight|Sarah J. Maas||||Bloomsbury UK||YFB|"5AN|YFH"
54833|29225|Crown of Three - Auf goldenen Flügeln (Bd. 1)|J. D. Rinehart||||FISCHER KJB||YF|"5AN|1DDU-GB-EMN"
54834|48632|Crowned|Alice Cai||||Lee Press||YFJ|
54836|2102|Crummy Mummy and Me|Anne Fine||||Pearson Education Limited||YFB|YXF
54839|56927|Crush|Svetlana Chmakova||||Little, Brown & Company||XADC|YF
54843|65403|Crux Decussata|James Andrew||||iUniverse||FJ|FL
54856|70738|Csendes Léptek|Alexandra Gal||||JANOS MAKKAY||FM|
54860|65071|Cuaderno de actividades con números (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54861|48554|Cuaderno de actividades con sumas para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54862|61924|Cuaderno de actividades de mates para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54863|78750|Cuaderno de actividades para infantil (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54868|70372|Cuaderno de actividades para infantil (Fichas de trazar y colorear para mejorar el control del rotul|Garcia Santiago||||Fichas de preescolar||YBG|
54870|67896|Cuaderno de actividades para infantil (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54872|16791|Cuaderno de actividades para infantil (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54875|19688|Cuaderno de ejercicios de números (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54876|27936|Cuaderno de ejercicios de números (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54877|76898|Cuaderno de ejercicios para aprender a contar en preescolar (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54878|56649|Cuaderno de ejercicios para aprender a contar en preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54880|153|Cuaderno de matemáticas para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54882|6934|Cuaderno de pintar para infantil (Fichas de trazar y colorear para mejorar el control del rotulador |Garcia Santiago||||Fichas de preescolar||YBG|
54883|9109|Cuaderno de pintar para infantil (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54884|72259|Cuaderno de pintar para infantil (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54885|23678|Cuaderno para colorear de preescolar (Fichas de trazar y colorear para mejorar el control del rotula|Garcia Santiago||||Fichas de preescolar||YBG|
54886|20908|Cuaderno para colorear de preescolar (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54887|5077|Cuaderno para colorear de preescolar (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54888|54384|Cuadernos de actividades de contar para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54894|42146|Cuadernos de actividades para niños de 2 a 4 años (Fichas de trazar y colorear para mejorar el contr|Garcia Santiago||||Fichas de preescolar||YBG|
54895|5483|Cuadernos de actividades para niños de 2 a 4 años (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54897|50234|Cuadernos de actividades para niños de 2 a 4 años (Laberintos - Volumen 1)|Garcia Santiago||||Fichas de preescolar||YBG|
54898|37240|Cuadernos de actividades para niños de 2 a 4 años (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54901|53671|Cuadernos de ejercicios con números para preescolar (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54902|53017|Cuadernos de ejercicios con números para preescolar (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54903|33322|Cuadernos de imprimibles para pre-infantil (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54910|25937|Cuadernos de imprimibles para pre-infantil (Fichas de trazar y colorear para mejorar el control del |Garcia Santiago||||Fichas de preescolar||YBG|
54911|73606|Cuadernos de imprimibles para pre-infantil (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54914|72083|Cuadernos de imprimibles para pre-infantil (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54915|9850|Cuadernos de imprimibles para pre-infantil (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54920|44458|Cuadernos imprimible para pre-infantil (Fichas de trazar y colorear para mejorar el control del rotu|Garcia Santiago||||Fichas de preescolar||YBG|
54921|28609|Cuadernos imprimible para pre-infantil (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54922|10961|Cuadernos imprimible para pre-infantil (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54923|77520|Cuadernos imprimible para pre-infantil (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54924|36920|Cuadernos preescolares imprimibles (30 juegos de encontrar las diferencias)|Garcia Santiago||||Fichas de preescolar||YBG|
54929|30371|Cuadernos preescolares imprimibles (Fichas de trazar y colorear para mejorar el control del rotulado|Garcia Santiago||||Fichas de preescolar||YBG|
54930|69548|Cuadernos preescolares imprimibles (Genio de las mates Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54932|74637|Cuadernos preescolares imprimibles (Laberintos - Volumen 1)|Garcia Santiago||||Fichas de preescolar||YBG|
54934|37275|Cuadernos preescolares imprimibles (Libros para niños de 2 años - Vol. 2)|Garcia Santiago||||Fichas de preescolar||YBG|
54935|47720|Cuadernos preescolares imprimibles (Libros para niños de 2 años - Vol. 4)|Garcia Santiago||||Fichas de preescolar||YBG|
54946|2404|Cuenta Con Pablo|Barbara deRubertis||||KANE PR||YBLC|YFN
54957|21624|Cuore Solare|Andrea Casilli||||Youcanprint||FM|
54960|1582|Cupcakes und Vanilleküsse|Anke Girod||||Oetinger Taschenbuch GmbH||WBVS|"5AN|YF"
54966|48142|Curious George|H. A. Rey, Margret Rey||||HOUGHTON MIFFLIN||YFQ|YFP
54973|25252|Curse of the Healing Kiss|Mark McClelland||||Lulu.com||FM|
54983|18919|Cut by Cut|Michelle Lee Fontaine||||Xlibris||YFB|YX
54985|27314|Cuthbert and Friends|Patrick Halliday, Kat Cameron||||MARKOSIA ENTERPRISES||YBLB|YFJ
54986|28522|Cuthbert and the Yeti|Patrick Halliday||||MARKOSIA ENTERPRISES||YBLB|YFJ
54987|3675|Cuthbert the Colourful Troll|Patrick Halliday||||MARKOSIA ENTERPRISES||YBLB|YFJ
55041|60202|DAS HORROR-KABINETT|Hans-Jürgen Raben||||epubli||FK|
55051|29944|DER ENIGMA-VIRUS|Nick Thacker||||LUZIFER-Verlag||FDB|"FH|FLQ"
55053|60656|DER SOHN DES PIRATENKAPITÄNS|Alfred Wallon||||epubli||FJ|
55064|73917|DIE LETZTEN TAGE VON STONEWALL JACKSON|Alfred Wallon||||epubli||FV|
55065|33348|DINOSAUR|Stephen Llewelyn||||Fossil Rock||FLG|
55080|11178|DSA5 Mythos: Brevier des Noioniten|Carolina Möbis||||Ulisses Spiel & Medien||FM|"FM|WDHW"
55081|21225|DSA5 Mythos: Cthulhu Vademecum|David Lukaßen||||Ulisses Spiel & Medien||WDHW|"FM|WDHW"
55083|47803|DUNKELROT|Christian Dörge, Charles Birkin, Richard Christian||||epubli||FK|
55088|44966|Da haben wir den Salat|Rolf-Bernhard Essig||||dtv Verlagsgesellschaft||YNG|"5AM|YF|YNM"
55100|2865|Dagon and Other Tales of the Macabre Cycle|H. P. Lovecraft||||Prohyptikon Publishing Inc.||FM|
55138|73681|Danny Dread|Ben Davis||||Oxford University Press||YFC|"4Z-GB-ACJ|YFQ"
55152|62322|Dark Crime - Geisterspiegel-Anthologie 4|Anke Brandt||||Romantruhe||FK|
55159|25340|Dark Illusion|Christine Feehan||||BERKLEY BOOKS||FMT|FRT
55166|78988|Dark Rome|Brenda Paske||||iUniverse||FM|
55168|34674|Dark Side of the World|Lee Jerrard||||Lulu Publishing Services||FL|
55169|57679|Dark Spells: Sammelband|Nina Hirschlehner||||Books on Demand||FMR|
