titleQueried|titleFound|author|language|description|isbn
The Night Parade|The Night Parade|Lily Roscoe|en|A bedtime book in the vein of Everywhere Babies, Harold and Purple Crayon, and In the Night Kitchen, THE NIGHT PARADE is a dreamworthy story.Have you ever wondered what happens at night while mothers and fathers lie sleeping?Children wake up. They climb out of their beds some crawling, some running, some leaping.As the moon shines down they escape into townTo the Night Parade they go sneaking...THE NIGHT PARADE is a goodnight book filled with the whimsical wilderness of children's imaginations just before they fall asleep. Written by first time author, Lily Roscoe, and illustrated by bestselling illustrator, David Walker, THE NIGHT PARADE is a truly dreamworthy read-aloud.|9780545617345
The Night Parade|The Night Parade|Edward Hirsch|en|Straightforward and precise, these poems, almost exclusively in narrative form, beckon the reader with their immediacy. Gracefully confirming the inextricable links between self and family, Hirsch, winner of a National Book Critics Circle Award for Wild Gratitude , is, at his best, captivating, transforming tremendous respect for and fascination with his Eastern European roots and Chicago upbringing into enlightened, richly detailed verse that artfully side-steps sentimentality.|9780307761422
The Night Parade|The Night Parade|Scott Ciencin|en|When a war against the Night Parade proves too much for her, Myrmeen Lhal, the ruler of Arabel, enlists the aid of the Harpers to win her battle against this group of creatures who gain sustenance from human fear. Original.|9781560763239
The Night Parade|The Night Parade|Ronald Malfi|en|First the birds disappeared. Then the insects took over. Then the madness began . . . They call it Wanderer's Folly--a disease of delusions, of daydreams and nightmares. A plague threatening to wipe out the human race. After two years of creeping decay, David Arlen woke up one morning thinking that the worst was over. By midnight, he's bleeding and terrified, his wife is dead, and he's on the run in a stolen car with his eight-year-old daughter, who may be the key to a cure. Ellie is a special girl. Deep. Insightful. And she knows David is lying to her. Lying about her mother. Lying about what they're running from. And lying about what he sees when he takes his eyes off the road . . .|9780786041411
The Night Parade|The Night Parade|Chad O'Dell Roberts|en|Throughout the year, as twilight falls, there is a gathering of strange creatures - known as yokai - which march through the streets of Japan. It is dangerous to witness this dreaded event, for if the yokai catch you watching them, you might end up joining in their Night Parade!|9798647014740
The Night Parade|The Night Parade|Chris Perez|en|Hana Steele has yokai blood in her veins, but that alone will not protect her. A fallen god is rising again in the shadows of Japan. His aim is to plunge the world in nightmares with the night parade; a force of 1,001 enslaved yokai. From the streets of New York to the mountains of Japan, and straight into the depths of the Underworld, Hana will need every friend she can find and every flame of kitsune-fire she can muster. Along the way, she meets other yokai; a fox-demon named Edo, her relunctant bodyguard, his tech-savvy sister Minami, their bookish cousin Masato, and Isao a raven prince with an angel's face and a demon's temper. In the end, at the grave of a god, Hana will fight to save them all.|9781707578436
Viele GrÃ¼ÃŸe, Deine Giraffe!|Viele Grüße, Deine Giraffe!|Megumi Iwasa|de||9783895653377
Winter Stories|Winter Stories|R. T. Tracy|en|"Christmas is a time of busyness, stress, overspending, and overeating. It's easy to become overwhelmed by the holiday, and some adults even learn to dread its approach. But what if this wasn't so? Christmas is a magical time for children; what if it regained that magic for adults as well? Winter Stories is a collection of cheerful holiday stories intended to inspire happiness. In the story of Harry Fairbanks, for instance, his divorce is imminent. He's on his way home to tell his wife it's over when ""Santa Facilitator"" Charles E. Puck appears and gives him a magic Santa hat that changes his viewpoint on everything, including the love of his wife. and then there's Franklin Doyle, who in a life crisis spies a magical website originating from London, England--and decides to make a visit. A mystical winter fog comes up, and Doyle is transported back in time to hang out with Ebenezer Scrooge and old Mr. Fezziwig. Each of the 10 stories in this collection is written with the joyous winter season in mind--a time of hope and peace. Smile, forget the stresses of life, and find your joy."|9781458212863
Winter Stories|Winter Stories|Enid Blyton|en|A dazzling selection of 30 short stories from the world's best-loved storyteller - the perfect Christmas gift for children aged 6 and up! Snuggle down with this heartwarming collection of classic tales, celebrating the magic and excitement of winter. These fun, entertaining stories are ideal for newly confident readers and are the perfect length for reading aloud at bedtime or in the classroom. It's an ideal stocking-filler too! Enid Blyton remains one of Britain's favourite children's authors and her bumper short story collections are perfect for introducing her to the latest generation of readers. Read all of Enid Blyton's bestselling short story collections: Springtime Stories Summer Stories Holiday Stories Summer Holiday Stories Summertime Stories Stories of Wizards and Witches Stories of Magic and Mischief Christmas Tales Christmas Treats Winter Tales *** Enid Blyton ® and Enid Blyton's signature are Registered Trademarks of Hodder & Stoughton Limited. No trademark or copyrighted material may be reproduced without the express written permission of the trademark and copyright owner.|9781444942569
Winter Stories|Winter Stories|Paolo Ventura, Eugenia Parry|en||9781597111331
Winter Stories|Winter Stories|Ingvild Rishi|en|In Winter Stories, Norwegian author Ingrid H. Rishøi gives us three contemporary tales about personal resilience in the face of adversity. We meet a teenager on the run from social services with her younger half-sister and half-brother in tow; a young single mother struggling to provide adequately for her daughter; and an ex-convict striving to overcome personal shortcomings and build a relationship with his son. Driven by a fundamental need to secure and protect relationships with loved ones, Rishøi's characters stumble, fall, and climb to their feet again--even though the deck inevitably seems to be stacked against them. Seemingly minor snags in their best-laid plans carry the risk of undermining everything with potentially life-altering consequences. What these stories illustrate, however, is how small victories and the unexpected compassion of virtual strangers can have a far-reaching and profound impact. With empathy and sensitivity, the poetic sensibility of Rishøi's literary voice beautifully illuminates the fragile vulnerability of the human condition. In a time when the level of skepticism and distrust between people is rising, these stories remind us of the humanity that unites us all.|9780857426109
Winter Stories|Winter Story|Jill Barklem|en|The winter activities of the mice of Brambly Hedge are highlighted by a Snow Ball.|
Goldene Flammen|Goldene Flammen|Leigh Bardugo|de|Der Auftakt zum Fantasy-Abenteuer über die magische Armee der Grisha und den Krieg um Ravka von Bestseller-Autorin Leigh Bardugo (»Das Lied der Krähen«, »Das Gold der Krähen«) – in neuer, aufwendig veredelter Ausstattung: Alina ist eine einfache Kartografin in der Ersten Armee des Zaren von Ravka. Jemand, der entbehrlich ist – ganz anders als ihr Kindheitsfreund Malyen, der erfolgreiche Fährtenleser und Frauenschwarm. Doch als Alina Mal bei einem Überfall auf unerklärliche Weise das Leben rettet, ändert sich alles für sie, denn sie findet heraus, dass sie eine Grisha ist, die über große Macht verfügt. Alina wird ins Trainingslager der Grisha versetzt, der magischen und militärischen Elite Ravkas. Dort findet sie einen ganz besonderen Mentor: Den ältesten und mächtigsten der Grisha, der nur der »Dunkle« genannt wird und der schon bald ganz eigene Pläne mit Alina verfolgt. Fantasy, Märchen, zarte Romanze: Mit dem vom Krieg zerrissenen Ravka, dem ausgeklügelten Magie-System der Grisha und ihren lebendigen, facettenreichen Charakteren hat Leigh Bardugo eine Welt abseits ausgetretener Pfade entwickelt. Ein echtes Fantasy-Highlight, nicht nur für Fans der Bestseller »Das Lied der Krähen« und »Das Gold der Krähen« Die Grisha-Trilogie ist in folgender Reihenfolge erschienen: • »Goldene Flammen« • »Eisige Wellen« • »Lodernde Schwingen«|9783426455449
Eisige Wellen|Eisige Wellen|Leigh Bardugo|de|Der zweite Teil der Grisha-Trilogie, Leigh Bardugos Fantasy-Bestseller über die magische Armee der Grisha und den Krieg um Ravka in neuer, aufwendig veredelter Ausstattung: Nach ihrem furchtbaren Kampf gegen den Dunklen, den ältesten und mächtigsten der Grisha, mussten Alina und Mal aus Ravka fliehen. Doch selbst jenseits der Wahren See sind sie nicht sicher: Der Dunkle hat überlebt und ist entschlossener denn je, sich Alinas besondere Kräfte zunutze zu machen. Denn nur mithilfe ihrer Magie kann es ihm gelingen, den Thron von Ravka an sich zu reißen. In die Enge getrieben, bittet Alina schließlich den berüchtigten Freibeuter Stormhond um Hilfe und macht sich auf, die Armee der Grisha anzuführen. Mit ihrer Grisha-Trilogie hat Bestseller-Autorin Leigh Bardugo ein absolutes Fantasy-Highlight geschaffen, irgendwo zwischen Abenteuer, Märchen und zarter Romanze. Das vom Krieg zerrissene Ravka, das ausgeklügelte Magie-System der Grisha und die lebendigen, facettenreichen Charaktere werden nicht nur Fans der Fantasy-Bestseller »Das Lied der Krähen« und »Das Gold der Krähen« begeistern. Die Grisha-Trilogie ist in folgender Reihenfolge erschienen: • »Goldene Flammen« • »Eisige Wellen« • »Lodernde Schwingen«|9783426455456
Gaspard de la Nuit|Gaspard de la Nuit|Aloysius Bertrand|en||9783981347098
Gaspard de la Nuit|Gaspard de La Nuit|Aloysius Bertrand, Maurice Ravel|en|Considered as one of the masterworks of 20th century piano literature, this critical edition utilizes interpretive clues from such noted French pianists and pedagogues as Casadesus, Perlemuter, and Ciampi, who knew Ravel and studies this piece with him. The original Durand score has not been altered, but editorial changes are pointed out as they occur by means of footnotes. Through her expertise in the French piano literature Nancy Bricard has contributed her own ideas in regard to fingering and metronome markings.|9780757917370
Gaspard de la Nuit|Gaspard de la nuit|Aloysius Bertrand|en||9783935978071
Ace of Shades|Ace of Shades|Amanda Foody|en|“Ace of Shades has it all …an utter delight.”—Claire Legrand, New York Times bestselling author of Furyborn “A rich, satisfying, complicated story. One of the best fantasy series I’ve read in years.”—Christine Lynn Herman, author of The Devouring Gray A 2019 YALSA Best Fiction for Young Adults Pick A 2019 YALSA Teen Top Ten Fiction Nominee Welcome to the City of Sin, where casino families reign, gangs infest the streets…and secrets hide in every shadow. New Reynes, the so-called City of Sin, is no place for a properly raised young lady. But when her mother goes missing, Enne Salta must leave her finishing school—and her reputation—behind to follow her mother’s trail in the city where no one survives uncorrupted. Frightened and alone, Enne’s only clue leads her to Levi Glaiyser—a street lord and a con man in desperate need of the compensation Enne offers. Their search sends this unlikely duo through glamorous casinos, illicit cabarets, and into the clutches of a ruthless Mafia donna. But as Levi’s enemies close in on them, a deadly secret from Enne’s past comes to light and she must surrender herself to the City of Sin — to a vicious game of execution… Where the players never win.|9781488030475
Ace of Shades|Ace of Shades||en||9781663606693
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
LEGOÂ® NINJAGOÂ® Das groÃŸe Ninja-Lexikon|||||
Brian Froud's Faeries' Tales|Brian Froud's Faeries' Tales|Wendy Froud, Brian Froud|en|Presents selections of fairy artwork from the celebrated painter, providing histories of each fairy as told by the fairies themselves.|9781419713866
It Only Happens in the Movies|It Only Happens in the Movies|Holly Bourne|en|Audrey gave up on romance before meeting aspiring filmmaker Harry at the cinema where they work, but soon they are deeply in love--and not like it is portrayed in movies.|9780358172062
Brothers of the Wind|Brothers of the Wind|Tad Williams|en|Set in the New York Times bestselling world of Osten Ard, this short novel continues the saga that inspired a generation of fantasists Pride often goes before a fall, but sometimes that prideful fall is so catastrophic that it changes history itself. Among the immortal Sithi of Osten Ard, none are more beloved and admired than the two sons of the ruling family, steady Hakatri and his proud and fiery younger brother Ineluki -- Ineluki, who will one day become the undead Storm King. The younger brother makes a bold, terrible oath that he will destroy deadly Hidohebhi, a terrifying monster, but instead drags his brother with him into a disaster that threatens not just their family but all the Sithi -- and perhaps all of humankind as well. Set a thousand years before the events of Williams's The Dragonbone Chair, the tale of Ineluki's tragic boast and what it brings is told by Pamon Kes, Hakatri's faithful servant. Kes is not one of the Sithi but a member of the enslaved Changeling race, and his loyalty has never before been tested. Now he must face the terrible black dragon at his master's side, then see his own life changed forever in a mere instant by Ineluki's rash, selfish promise.|9780756412685
