itemID|title|author|publisher|language
3818|ashleys unforgettable summer|grace reddick|xlibris|
78112|asterix and cleopatrae scots|rene goscinny|dalen llyfrau cyf|
3688|asterix ar phairc an chatha irish|rene goscinny|dalen llyfrau cyf|
2998|asterix ar pwt bach twt|albert uderzo|dalen llyfrau cyf|
7540|asteroid of fear by raymond z gallun science fiction adventure fantasy|raymond z gallun|aegypan|
38623|astrosaurs academy 2 contest carnage|steve cole|penguin random house childrens uk|Englisch
19988|astrosaurs academy 3 terror underground|steve cole|penguin random house childrens uk|Englisch
61229|astrosaurs academy 5 deadly drama|steve cole|penguin random house childrens uk|Englisch
12960|at home|clever publishing|clever pub|Deutsch
71420|at the back of the north wind by george macdonald fiction classics action & adventure|george macdonald|aegypan|Englisch
57224|at the top of the mountain the adventures of will ryan and the civilian conservation corps 1936 38|judith edwards|images from the past inc|Englisch
44411|athaerland|christian alexander schreiber|books on demand|Englisch
8485|atlantica|nick belote|xlibris|Deutsch
40521|atlantis|lyric lamage, hans dominik, brandon r benjamin, hans dominik dominik hans|scius, xlibris, projekt gutenberg|Deutsch
67180|atlantis 2|meryl heavens|trafford publishing|Deutsch
28903|atshnegjir|walter d reimer|authorhouse|Englisch
37593|attack of the graveyard ghouls classic goosebumps 31 volume 31|r l stine|scholastic|Englisch
23815|attack of the zombots volume 11|russ bolts|little simon|Englisch
15252|auditor did you mean badass blank line occupation journal to show appreciation to that colleague o|thithiajobs|independently published|Englisch
67972|auf dem ruecken der weisen schildkroete 2|ulrich taschow|avox verlag|
24991|auf zwei planeten science fiction klassiker ein utopischer roman aus der welt von morgen die bew|kurd lawitz|e artnow|Deutsch
30636|aufgefahren auf mich selbst|taddeus schmidt|united pc verlag|
56484|aufs toepfchen gehen fuer drachen potty train your dragon eine sueße kindergeschichte die das lernen|steve herman|lightning source inc|
50944|aufs toepfchen gehen fuer drachen potty train your dragon eine sueße kindergeschichte die das lernen|steve herman|lightning source inc|
433|augenzeugenbericht eines toten band 2   der kirschbaum|yasar destan|himmelstuermer|Deutsch
63367|aurelia|stephanie weichhold, gérard de nerval thomas ballhausen|edition atelier, bookmundo direct|Deutsch
48699|aurora / dawn|erin hunter|salamandra|Englisch
69976|aus den filmen zu harry potter origami|janessa munt maria s barbo betsy peterschmidt|panini verlags gmbh|Deutsch
78250|aus der asche|isabelle bendig|epubli|Deutsch
49037|aus der asche teil 1|isabelle bendig|epubli|Deutsch
36013|aus der tiefe|georg glonner, evan currie|heyne taschenbuch, verlag georg glonner|Deutsch
5994|ausmalbuch|horst vogel|books on demand|Deutsch
69299|austin & poppy|greg husby|xlibris us|Deutsch
18090|auto|janet evans|speedy publishing llc|Deutsch
64839|autumn|lizzie scott, steve white thomson|laburnum press, hachette childrens group|Deutsch
55592|außenstehende|jorge etcheverry|av akademikerverlag|Deutsch
77757|ava|alma eggers|wreaders verlag|Deutsch
58894|ava & carol detective agency|thomas lockhaven emily chase, thomas lockhaven|twisted key publishing llc|Deutsch
75170|ava & carol detective agency|thomas lockhaven emily chase, thomas lockhaven|twisted key publishing llc|Deutsch
52305|aventurische magie 2|alex spohr|ulisses spiel & medien|Deutsch
17992|aventurische tiergefaehrten |ariane willumeit alex spohr marie moenkemeyer ca|ulisses spiel & medien|Deutsch
26482|aventurischer almanach|florian don schauen daniel simon richter|ulisses spiel & medien|, Deutsch
9657|aventurisches bestiarium|dominik hladeck marie moenemeyer alex spohr jens, alex spohr jens ulrich dominic hladek marie moen|ulisses spiel & medien|Deutsch
23265|aventurisches kompendium |alex spohr fabian talkenberg jens ullrich|ulisses spiel & medien|, Deutsch
19497|aventurisches kompendium 2|nikos petridis alex spohr fabian talkenberg nik, alex spohr nikos petridis fabian talkenberg|ulisses spiel & medien|Deutsch
50757|aventurisches transmutarium|zoe adamietz marcel blex philipp busch tara fli|ulisses spiel & medien|Deutsch
7253|awakened|morgan l busse, p c cast kristin cast, krys fenner, paige walker|authorhouse, gilead publishing, little brown book group, two worlds pub, griffin|Deutsch
10810|awakening|carol mingst, tracy higley, kate chopin, a a walker, amia kettier|xlibris, new generation publishing, higley enterprises, real reads, iuniverse|Deutsch, Englisch, Deutsch
61578|awakenings|clint geller, t m hopper|authorhouse, scirofant books|Deutsch
13506|awol 01   agent without licence last best hope|andrew lane|bonnier books uk|Englisch
35185|awol 02   agent without licence last safe moment|andrew lane|bonnier books uk|Englisch
75567|az orakeszito|anna erishkigal|seraphim press|Ungarisch
49954|azur|sabine schulter|books on demand|Deutsch
12407|baby signing bilingual inuktitut and english edition|hannah gifford|arvaaq books|Englisch
36406|babys first book bugs high contrast black and white baby book|selena dale|independent publ group|Englisch
33756|babys first book in the sea high contrast black and white baby book|selena dale|independent publ group|Englisch
44964|back to earth  the adventures of azakis and petri|danilo clementoni|tektime, nan|
21218|back to earth  the adventures of azakis and petri|danilo clementoni|tektime, nan|
65060|back to earth  the adventures of azakis and petri|danilo clementoni|tektime, nan|
45452|back to earth  the adventures of azakis and petri|danilo clementoni|tektime, nan|
3817|back to earth  the adventures of azakis and petri|danilo clementoni|tektime, nan|
57423|back to hogwarts [with minifigure]|ameet studio|scholastic|
33238|bad luck|brad younie|bradford younie|Englisch
58796|bad moon rising|lori beasley bradley|blurb inc|Deutsch, Englisch
12979|bad moon rising|lori beasley bradley|blurb inc|Deutsch, Englisch
39190|bad water|n m browne|kristell ink|Englisch
27688|baelle|janet evans|speedy publishing llc|Deutsch
31470|baeren|janet evans|speedy publishing llc|Deutsch
50670|bahnknotenpunkt mugby zweigstrecke no 1 der signalwaerter|charles dickens|jmb|
58|bakabu malbuch 1|manfred schweng|vermes verlag gesmbh|Deutsch
14584|bakteriologischhaltend die wichtigsten technischen vorschriften zur bakteriologisc|rudolf abel|tp verone publishing|Deutsch
75310|ball dont lie|matt de la peña, matt de la pena|delacorte pr, perfection learning corp|Englisch
19870|bank robber|francesca simon|hachette childrens group|Englisch
63888|barista did you mean badass blank line occupation journal to show appreciation to that colleague o|thithiajobs|independently published|Englisch
66663|barley|gary l henderson|young readers library|Deutsch, Englisch (Untertitel: Deutsch)
39377|barnard|john stores smith|kessinger publishing llc|Deutsch
11165|baron|frances mae bussard|frances bussard|Deutsch
46246|bart the bully learns a lesson|rebecca l morales|christian faith pub inc|Englisch
62281|batter up [with 4 baseball cards]|kurtis scaletta|abrams|Englisch
45786|battle in the valley the story of david and goliath|cole blumer|lightning source inc|Englisch
48901|battle of the boss monster branches book notebook of doom 13 volume 13|troy cummings|scholastic|Englisch
73548|battle tournament dreamy era 1st act|pascal witschi|epubli|Deutsch
3822|battletech waffengefaehrten|arous brocken|ulisses spiele|Deutsch
2894|baumhaeuser|coloring bandit|coloring bandit|Deutsch
73933|be big 2 beatrice befriends a bully|katie kizer|storybook genius llc|Englisch
47968|bears heart|corie j weaver|dreaming robot press|Deutsch
18911|beath defying|matt j pike|matt pike|Englisch
29318|beauty a retelling of beauty and the beast|robin mckinley|greenwillow|Deutsch
69473|bedlam|derek landy|harper collins publ uk, harpercollins|Deutsch
411|bedtime meditations for kids collection of meditation stories and tales for children to go to sleep|fantastic fairy tales|lightning source inc|Englisch
8156|bedtime meditations for kids collection of meditation stories and tales for children to go to sleep|fantastic fairy tales|lightning source inc|Englisch
8299|bedtime meditations for kids the ultimate guide to make children feel calm to fall asleep fast a c|megan miller|lightning source inc|Englisch
63076|bedtime stories for kids|sarah noble, laura edmond, aunt dorothy, mindfulness tales program, anna lopez|lv publishing pro ltd, sweet bedtime stories publishing, sarah noble, anna lopez, bertoletti & bellavia publishing ltd|Deutsch
3699|bedtime stories for kids|sarah noble, laura edmond, aunt dorothy, mindfulness tales program, anna lopez|lv publishing pro ltd, sweet bedtime stories publishing, sarah noble, anna lopez, bertoletti & bellavia publishing ltd|Deutsch
77812|bedtime stories for kids|sarah noble, laura edmond, aunt dorothy, mindfulness tales program, anna lopez|lv publishing pro ltd, sweet bedtime stories publishing, sarah noble, anna lopez, bertoletti & bellavia publishing ltd|Deutsch
15671|bedtime stories for kids|sarah noble, laura edmond, aunt dorothy, mindfulness tales program, anna lopez|lv publishing pro ltd, sweet bedtime stories publishing, sarah noble, anna lopez, bertoletti & bellavia publishing ltd|Deutsch
37829|bedtime stories for kids|sarah noble, laura edmond, aunt dorothy, mindfulness tales program, anna lopez|lv publishing pro ltd, sweet bedtime stories publishing, sarah noble, anna lopez, bertoletti & bellavia publishing ltd|Deutsch
66168|bedtime stories for kids bedtime stories for adventurous kids travel the world with pirates and dr|michelle d williams|lightning source inc|Englisch
15153|bedtime stories for kids vol1 an amazing collection of over 50 short meditation stories to reduce a|giuly gabriell thompson|onlineservice 2020 ltd|Englisch
6725|bedwetting|jishu zhang|dixie w publishing corporation|Englisch
78436|beebe|h g lukofth|lulucom|Deutsch
70621|before we leave|mari collier|blurb inc|Englisch
2001|beginning|shane taylor|lulucom|Englisch
18236|beginning counting with mother goose grades prek k|evan moor educational publishers|evan moor educ publ|Englisch
57253|beginning sounds grades k 1|evan moor educational publishers|evan moor educ publ|Englisch
52301|being a makeup artist is easy its like riding a bike except the bike is on fire and you are on f|thithiamakeupartist|independently published|Englisch
28459|being a milkman is easy its like riding a bike except the bike is on fire and you are on fire b|thithiamilkman|independently published|Englisch
31666|being a pastor is easy its like riding a bike except the bike is on fire and you are on fire bl|thithiapastor|independently published|Englisch
69253|being a power prayer is easy its like riding a bike except the bike is on fire and you are on fi|thithiapowerprayer|independently published|Englisch
21841|being a psychiatrist is easy its like riding a bike except the bike is on fire and you are on fi|thithiapsychiatrist|independently published|Englisch
39357|being a restorative aide is easy its like riding a bike except the bike is on fire and you are o|thithiarestorativeaide|independently published|Englisch
28842|being a risk manager is easy its like riding a bike except the bike is on fire and you are on fi|thithiariskmanager|independently published|Englisch
37539|being a running back is easy its like riding a bike except the bike is on fire and you are on fi|thithiarunningback|independently published|Englisch
60319|being a security officer is easy its like riding a bike except the bike is on fire and you are o|thithiasecurityofficer|independently published|Englisch
14111|being different|doug fratianne|outskirts press|Deutsch
44553|being the suun|j a culican cassidy taylor|jamie culican|Englisch
41191|bela|sue hendra a paul linnet|dref wen|Deutsch
5319|believe|jo marie, s f malik, abby rosser|westbow press, authorhouse uk, wordcrafts press|Deutsch, Englisch (Untertitel: Deutsch)
30615|believe|jo marie, s f malik, abby rosser|westbow press, authorhouse uk, wordcrafts press|Deutsch, Englisch (Untertitel: Deutsch)
47305|believing is magic|genevieve schroeder|austin macauley|Englisch
14856|belladonna|ernest oglesby|iuniverse|Deutsch
33151|belle a retelling of beauty and the beast|cameron dokey|simon pulse|Englisch
48725|bellica|c a davidson|xlibris|Deutsch
5701|ben and becca want a pet/ ben y beca quieren una mascota we both read spanish/english bilingual lev|sindy mckay|treasure bay inc|
37555|ben and me a new and astonishing life of benjamin franklin as written by his good mouse amos|amos|turtleback books|
46619|beneath the colourful stars|hikaru greyson|tredition|Deutsch
63233|bent10   fuenf tage im leben des benedict mandelbaum|rolf piotrowski|engelsdorfer verlag|Deutsch
54356|beowulf|robert nye, steve barlow steve skidmore, michael morpurgo|hachette childrens group, candlewick books|Deutsch
38785|bercharmis|jimmy w bishop|covenant books|
72592|beren and luthien deluxe slipcase edition|j r r tolkien|harper collins publ uk|Englisch
