itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
52946|Advice about Work and Play: Claudia Cristina Cortez Uncomplicates Your Life||Diana G. Gallagher|||||CAPSTONE PR||||YFR|                                ||||
36714|Aegis||R L Arenz|||||Vraeyda Literary||||FL|                                ||||
62619|Aeronautica||Marie H. Mittmann, Tino Falke, Sarah Stoffers, Len|||||Art Skript Phantastik||||DNT| 1DDF FR LAA 1DDU GB WSC 1DFG DE BE 1DZT DE A 1HBE 1KLS 1MTN FJ FLM FMT FMX                  ||||
42768|Aesthetician Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This F||Aesthetician Notebook|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
14577|Affinity||Dianne J. Wilson|||||Pelican Book Group||||YFH|                                ||||
70204|African American Folktales: Stories from Black Traditions in the New World||Roger Abrahams|||||PANTHEON||||YFJ|                                ||||
9557|African Animal Tales: Running Rhino||Mwenye Hadithi|||||Hachette Children's Group||||YFJ|                                ||||
62285|African Fables: Tales from Rhodesia (now Zimbabwe)|||||||LIGHTNING SOURCE INC||||YFJ|                                ||||
18670|After||Morris Gleitzman|||||Penguin Random House Children's UK||||YFB|                                ||||
78366|After||Shawn M. Tomlinson|||||Lulu.com||||FL|                                ||||
5266|After Mind||Spencer Wolf|||||BentStrong Books||||FL|                                ||||
33715|After Punk||Jody Lynn Nye, Gail Z Martin|||||eSpec Books||||FLM|                               ||||
57156|After the End||Amy Plum|||||HARPERCOLLINS||||YFC| YFH YFP                              ||||
45915|After the End||Haley Nicole|||||AuthorHouse||||FM|                                ||||
62255|After the King|||||||St. Martins Press-3PL||||FM|                                ||||
3210|After the Snow||S. D. Crockett|||||SQUARE FISH||||YFC| YFE YFP                              ||||
75709|After the Storm||Nick Butterworth|||||HarperCollins Publishers||||YBLJ|                                ||||
15120|Afterlife||J. K. Ishaya, Kenneth Mader|||||Zimbell House Publishing, LLC||||FM|                              ||||
43095|Aftermath: Star Wars: Journey to Star Wars: The Force Awakens||Chuck Wendig|||||DELREY TRADE||||FLS|                                ||||
60938|Again||Mark David|||||AuthorHouse||||FM|                                ||||
"24338|41899"|Again Again||E. Lockhart|||||Random House LCC US||||YFM|" YFB YXE YXJ                             |  5AN 5AP 5AQ FBA YFB YFN                         "||||
44727|Agatha: I Doni Della Luce||Alessia G. D'Angelo|||||INDEPENDENTLY PUBLISHED||||FM|                                ||||
34856|Agents of Change||Samantha Bryant|||||Falstaff Books, LLC||||FL|                               ||||
45668|Ages||David Livingstone|||||Xlibris US||||FL|                                ||||
67103|Aim||Skye Lotus|||||Skye Lotus||||YFH|                                ||||
42445|Aim||Joyce Moyer Hostetter|||||HIGHLIGHTS PR||||YFZR| 1KBB YFN YFT                             ||||
22252|Air||Douglas D. Meredith|||||Noisy Flowers LLC||||YFG|                                ||||
36643|Air Service Boys Over the Rhine (WWI Centenary Series)||Charles Amory Beach|||||Last Post Press||||YFT| YNJ                               ||||
50620|Air-Born||Laura Power|||||Winter Goose Publishing||||YFJ|                                ||||
31288|Airplanes: Soaring! Diving! Turning!||Patricia Hubbell|||||TWO LIONS||||YF|                                ||||
6206|Airshow||Mark A. Hewitt|||||Black Rose Writing||||YNTR| YFB                               ||||
53305|Aiuta il tuo drago a gestire l'ansia: (Help Your Dragon Deal With Anxiety) Una simpatica storia per ||Steve Herman|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
72299|Aiuta il tuo drago a imparare dagli errori: (Help Your Dragon Learn From Mistakes) Una simpatica sto||Steve Herman|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
12898|Aiuta il tuo drago a superare i traumi: Una simpatica storia per bambini, per aiutarli a comprendere||Steve Herman|||||LIGHTNING SOURCE INC||||YXQD| YF YXE                             ||||
57740|Aktivbuch - Prinzessin Lillifee - Meine Prinzessinnen-Party|||||||Coppenrath F||||YBL| 5HKA 5JA YBCH YBG YFH YZG YZS                         ||||
71073|Aktivitätsbuch - Mal mich fertig|||||||Carow Verlag||||JNLA| AFF AFJ MQTC YB YXK YZG                          ||||
3877|Aladdin|||||||Child's Play International Ltd||||YFJ|                                ||||
64391|Alaska||Mykol|||||Youcanprint||||YFB|                                ||||
29775|Albatross||R. A. MacAvoy, Nancy L. Palmer|||||WordFire Press LLC||||FJ| FL                              ||||
34116|Albert||Donna Jo Napoli|||||VOYAGER PAPERBACKS||||YFP|                                ||||
64720|Albträume||Christine Törringer|||||Books on Demand||||FM|                                ||||
28254|Alder||Derek Dyer|||||Xlibris US||||FM|                                ||||
32033|Alex & Eliza||Melissa de la Cruz|||||PENGUIN YOUNG READERS GROUP||||YFM| 1KBB YFT YXW                             ||||
65295|Alex and Amy's Great Adventures: Coloring book||Tammy Brown|||||WALDORF PUB||||YFR|                                ||||
28646|Alex Rider 04: Eagle Strike. 15th Anniversary Edition||Anthony Horowitz|||||Walker Books Ltd.||||YFCF| 5AL YFB YFCB YNMH                            ||||
45222|Alex Rider 05: Scorpia. 15th Anniversary Edition||Anthony Horowitz|||||Walker Books Ltd.||||YFCB| 5AL YFB YNMH                             ||||
12014|Alex Rider 07: Snakehead. 15th Anniversary Edition||Anthony Horowitz|||||Walker Books Ltd.||||YFCB| 5AL YFB YNMH                             ||||
64111|Alex Rider 08. Crocodile Tears. 15th Anniversary Edition||Anthony Horowitz|||||Walker Books Ltd.||||YFCB| 5AL YFB YNMH                             ||||
78688|Alex Rider: Secret Weapon: Seven Untold Adventures from the Life of a Teenaged Spy||Anthony Horowitz|||||PUFFIN BOOKS||||YFCB| YFCF                               ||||
65331|Alexander||Alex Gordon|||||Xlibris||||FM|                                ||||
65592|Alexine||Ryan D. Pensyl|||||Christian Faith Publishing, Inc||||FM| 5PGM FW                             ||||
52201|Alexis||Rosemary Wright|||||AuthorHouse UK||||YFH|                                ||||
3686|Alfabeto||Ana Cristina Gluck|||||LIGHTNING SOURCE INC||||YF|                                ||||
13848|Alfie Jones and the Big Decision||David Fuller|||||RDF Publishing||||YF|                                ||||
66737|Algo Bueno||Robert Munsch|||||ANNICK PR||||YF|                                ||||
62043|Alice & Sidney go to Papua New Guinea!||Paul Watkins|||||Format Books||||YFC|                                ||||
31185|Alice and Other Fairy Plays for Children - With Original Plates and Four Picture-Initials - With Ori||Kate Freiligrath-Kroeker|||||Pook Press||||YFH|                                ||||
55979|Alice in Wonderland (Graphic Revolve: Common Core Editions)||Lewis (Christ Church College, Oxford) Carroll|||||Capstone Press||||XADC| YF                              ||||
60327|Alice Uploads A Picture: Book 2 in the Princess Alice series of Online Safety Adventures||Graham Pullen|||||LIGHTNING SOURCE INC||||YF|                                ||||
41915|Alice-Miranda on Holiday||Jacqueline Harvey|||||Penguin Random House Children's UK||||YFB| 5AH                               ||||
41485|Alice's Adventures in Wonderland - Illustrated by Willy Pogany||Lewis Carroll|||||Pook Press||||YFA|                                ||||
47096|Alices Äventyr i Sagolandet: Alice's Adventures in Wonderland in Swedish||Lewis Carroll, John Tenniel|||||EVERTYPE||||YFA| YFH                              ||||
53089|Alien Earth||James R. Jr. Meadors|||||AuthorHouse||||FL|                                ||||
13143|Alien Eroticon||Nina Casement, Alvar Borgan, S. Pomej, Christoph G|||||Eridanus Verlag||||FL| FL FP                           ||||
63858|Alien Heresies: A Retrospective Collection of Science Fiction Short Stories||S. P. Somtow|||||DIPLODOCUS PR||||FYB| FL                               ||||
20406|Alien in the Outfield (Book 6): Perseverance||Lori Haskins Houran|||||KANE PR||||YFG| YFQ YFR                              ||||
63832|Alien Road||M. J. McIsaac|||||ORCA BOOK PUBL||||YFCF| YFD                               ||||
75583|ALIEN: Das Rollenspiel - Regelwerk||Tomas Härenstam, Dave Semark, Matthew Tyler-Jones,|||||Ulisses Spiel & Medien||||WDHW| FLR FM                           ||||
68980|Alienated||Andrew Auseon|||||ALADDIN||||YFC| YFH YFQ                              ||||
55688|Alienation||S. E. Anderson|||||Bolide Publishing Limited||||FL|                                ||||
33172|Aliens!||Alan MacDonald|||||Little Tiger Press Group||||YFQ| 5AF YFS                              ||||
43831|Aliento Perruno: El Horrible Problema de Hali Tosis = Dog Breath!||Dav Pilkey|||||SCHOLASTIC||||YFP| YFQ                               ||||
68828|Alight Book Two Of The Generations Trilogy||Scott Sigler|||||Random House USA Inc||||YFG|                                ||||
4154|Alisha: Din A5 - 120 Blanko Seiten - Mein Malbuch - Personalisierter Kalender - Vornamen - Schönes N||Kreativ Malbuch|||||INDEPENDENTLY PUBLISHED||||YNV|                                ||||
41348|'Alisi 'i he Fonua 'o e Fakaofo||Lewis Carroll|||||Evertype||||YFH|                                ||||
70881|Aliz kalandjai Csodaországban: Alice's Adventures in Wonderland in Hungarian||Lewis Carroll|||||EVERTYPE||||YFA| YFH                               ||||
77851|Alkaya||Konrad McKane|||||Xlibris||||FL|                                ||||
15770|All Aboard!: Reading Schedules||Daphne Skinner|||||KANE PR||||YF|                                ||||
25934|All Aboard: The Adventures of Louise and her Pink Polka Dot Suitcase||Shelley Michael|||||LIGHTNING SOURCE INC||||YF|                                ||||
55338|All about Snowmen||Kathryn Clay|||||CAPSTONE PR||||YBLJ|                                ||||
57407|All about Winter Weather||Kathryn Clay|||||CAPSTONE PR||||YBLJ|                                ||||
26640|All by Myself!||Aliki|||||HARPERCOLLINS||||YXE| YF YXD                              ||||
61827|All for One||Melissa de la Cruz|||||Penguin Putnam Inc||||YFM| YFT                               ||||
38624|All God's Creation||Lorie Nichols|||||Christian Faith Publishing, Inc||||YFK| 5PGM YFN                             ||||
"34457|55194"|All in a Day||Mitsumasa Anno|||||TURTLEBACK BOOKS||||YF|                                ||||
19864|All Paws on Deck: Branches Book (Haggis and Tank Unleashed #1), Volume 1||Jessica Young|||||SCHOLASTIC||||YFC| YFP                              ||||
76468|All Shall Be Well||Lillian Lewis|||||iUniverse||||FM|                                ||||
62126|All the Feels: All Is Fair in Love and Fandom||Danika Stone|||||SWOON READS||||YFM| YXH                               ||||
68213|All the Plagues of Hell, Volume 6||Eric Flint, Dave Freer|||||BAEN||||FMB| FMH                             ||||
40493|All the Right Stuff||Walter Dean Myers|||||HarperCollins Publishers Inc||||YFB|                                ||||
38489|All These Things I've Done||Gabrielle Zevin|||||SQUARE FISH||||YFCF| YFE YFM                              ||||
30911|All This Time||Rachael Lippincott, Mikki Daughtry|||||Simon + Schuster UK||||YFB| YFM YXG                             ||||
1624|All You Need Is Love||Russell J. Sanders|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
35761|All'altro Capo del Mondo|||||||CHILDS PLAY||||YF|                                ||||
69497|Allein||Tuja Tiira|||||epubli||||FM|                                ||||
61890|Allein||Sylvia Schwarz|||||Books on Demand||||FLQ|                                ||||
"32259|55554"|Alles Gute zum Geburtstag, Drache!: (Happy Birthday, Dragon!) Eine süße Kindergeschichte, die Kinder||Steve Herman|||||LIGHTNING SOURCE INC||||YF| 5HKA                            ||||
38947|Alliances||S. Usher Evans|||||Sun's Golden Ray Publishing, LLC||||FLS|                               ||||
64055|Allied||Amy Tintera|||||HarperCollins Publishers Inc||||YFH| YFM                               ||||
2930|Allies||Alan Gratz|||||Scholastic||||YXZW| YFB YFT YNJ                             ||||
33791|Allies & Adversaries||Dj Stearns|||||AuthorHouse||||FMB|                                ||||
49240|All's for the Best||Antonio T. Di Giulio|||||Austin Macauley||||FJ| FM                               ||||
57112|Almost Midnight||C C Hunter|||||Griffin Publishing||||YFH|                                ||||
33939|Almost Naked Animals: Chapter Book||Kate Howard|||||SCHOLASTIC||||YFZZ| YFQ                               ||||
56773|Along the River: A Chinese Cinderella Novel||Adeline Yen Mah|||||EMBER||||YFH| 1F YFT                              ||||
48004|Alpha Strike Kompendium||Ray Arrastia, Herbert A. Beas II|||||Ulisses Spiel & Medien||||WDHW| WDHW                              ||||
5294|Alpha Wave||Andrew Demcak|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
55382|Alpha Wave||Julie Parsons|||||Xlibris||||FL|                                ||||
47143|Alphabet||B. C. R. Fegan|||||TaleBlade||||YBLA|                                ||||
47170|Alphabet & Animals coloring book for kids||Smallest Scholars|||||Indy Pub||||YBLA|                                ||||
27368|Alphabet Animals||Dollhouse Publications|||||Dollhouse Publications LLC||||YBLA|                                ||||
22532|Alphabet Soup: An ABC book featuring whimsical illustrations and catchy rhymes about unconventional ||Judi Flanagan|||||LIGHTNING SOURCE INC||||YBLA| YNU YPCA                              ||||
51894|Alphabet Trace the Letters for Preschoolers||Maggie C. Love|||||Negrea Maria Magdalena||||YBLA|                                ||||
35455|Alphabetical Costumes|||||||Applewood Books||||YFT|                                ||||
46191|Alphabone Orchestra||John R Gerdy|||||Gerdsong Productions, LLC||||YBLA|                               ||||
17244|Alpträume||Stephan Hoppenheidt|||||Books on Demand||||FL| FM                               ||||
4777|AL's Awesome Science: Splash Down||Jane Clarke|||||Five Quills||||YFB| YFC YFN                              ||||
