,itemID,meta,keyword,image,combined
759,35947,"['40011', '11589', '16509', '66471', '21277']","['58361', '56297', '44236', '31754', '36272']","['29012', '22721', '47137', '35755', '60402']","['40011', '11589', '16509', '66471', '21277']"
760,18424,"['39067', '31156', '59106', '24519', '22008']",[''],"['17872', '11795', '13846', '77545', '61269']","['39067', '31156', '59106', '24519', '22008']"
761,1177,"['60845', '26522', '18178', '4586', '47103']",[''],[''],"['60845', '26522', '18178', '4586', '47103']"
762,25513,"['16786', '537', '71756', '7598', '41610']",[''],[''],"['16786', '537', '71756', '7598', '41610']"
763,56477,"['18490', '12109', '1384', '8326', '50665']","['71475', '7433', '64978', '73550', '23968']","['49166', '37261', '3260', '42118', '19664']","['18490', '12109', '1384', '8326', '50665']"
764,19649,"['72189', '49340', '6601', '1808', '3308']",[''],[''],"['72189', '49340', '6601', '1808', '3308']"
765,28731,"['47511', '67180', '20985', '32874', '61672']","['41683', '58738', '20115', '30306', '750']","['47756', '28280', '78923', '27267', '36753|13241']","['47511', '67180', '20985', '32874', '61672']"
766,35048,"['40894', '19660', '61779', '36306', '1159']","['1918', '76735', '60777', '45546', '49755']","['70146', '24813', '29012', '55245', '18997']","['40894', '19660', '61779', '36306', '1159']"
767,47192,"['15744', '14971', '2003', '60872', '2003']",[''],[''],"['15744', '14971', '2003', '60872', '2003']"
768,56453,"['70130', '11373', '48010', '13475', '58754']","['64518', '68469|60417', '28265', '51189', '3501']",[''],"['70130', '11373', '48010', '13475', '58754']"
769,56939,"['29065', '42755', '72462', '11821', '47578']","['29065', '76608', '60610', '49221', '17186']",[''],"['29065', '42755', '72462', '11821', '47578']"
770,18904,"['8240', '47541', '19036', '33379', '29653']",[''],"['29864', '74904', '17967', '11344', '10644']","['8240', '47541', '19036', '33379', '29653']"
771,44025,"['51237', '38939', '23031', '30482', '71614']","['55217', '60762', '27048', '24999', '17847']","['23510', '60699', '41960', '42335', '14688']","['51237', '38939', '23031', '30482', '71614']"
772,9012,"['76850', '9103', '2167', '69533', '11518']","['15743', '39636', '6562|62455', '63538', '71908']","['51472', '21297', '1539', '34225', '78318']","['76850', '9103', '2167', '69533', '11518']"
773,5892,[''],[''],[''],['']
774,5119,"['41495', '29828', '570', '27729', '44990']","['24372', '37675', '33669|74780', '22654|55087', '70286']","['39483', '14169', '16071', '50089', '25409']","['41495', '29828', '570', '27729', '44990']"
775,19874,"['15560', '35389', '26609', '12949', '60096']","['36703', '54771', '52958', '61534', '52731']","['49166', '77353', '59657', '72575', '37713']","['15560', '35389', '26609', '12949', '60096']"
776,41477,"['21260', '3468', '66158', '70570', '11618']",[''],[''],"['21260', '3468', '66158', '70570', '11618']"
777,45068,"['32481', '62890', '33618', '21002', '408']","['1700', '15127', '21859', '25084', '9901']",[''],"['32481', '62890', '33618', '21002', '408']"
778,61261,"['48572', '44846', '19990', '24465', '56509']",[''],[''],"['48572', '44846', '19990', '24465', '56509']"
779,52685,"['39628', '74241', '77416', '47959', '13909']","['9502', '28996', '58232', '77830', '10601', '32249']","['35297', '10700', '29304', '66410', '66781|6383']","['39628', '74241', '77416', '47959', '13909']"
780,21281,"['25802', '46075', '35604', '75875', '9603']","['32524', '36489', '77488', '11762', '22503']","['78923', '59657', '11500', '74567', '6974']","['25802', '46075', '35604', '75875', '9603']"
781,61125,"['11963|32252', '70183', '20759', '27473', '38083']","['37229|58158', '18841', '61722', '22686', '21566']","['78923', '57317', '42267', '6974', '63720']","['11963|32252', '70183', '20759', '27473', '38083']"
782,45116,"['75058', '37491', '43720', '71096', '63930']","['35390', '59805', '7778', '76021', '24844']","['29012', '68680', '58641', '37435', '5127']","['75058', '37491', '43720', '71096', '63930']"
783,15854,"['66216', '9985', '49288', '73267', '9302']","['7754', '60827', '72577', '69700', '8005']","['72989', '68075', '17698', '28850', '62219']","['66216', '9985', '49288', '73267', '9302']"
784,46634,"['27316', '16010', '44819', '55392', '73877']",[''],[''],"['27316', '16010', '44819', '55392', '73877']"
785,4272,"['43829', '27989', '3260', '38599', '49502']",[''],"['52106', '45947', '22831', '4934', '19209']","['43829', '27989', '3260', '38599', '49502']"
786,39508,"['15768', '22201', '36037', '75479', '14783', '1498']",[''],[''],"['15768', '22201', '36037', '75479', '14783', '1498']"
787,13970,"['9120', '5785', '29032', '19689', '42112']","['16135', '12800', '44387', '38160|45992|77456', '15030']","['2421', '62539', '60699', '68716', '61076']","['9120', '5785', '29032', '19689', '42112']"
788,9626,"['63695', '11466', '1071', '64983', '6837']","['50015', '13723', '43998', '18984', '12868|48035']","['24813', '2727|6732', '8461', '4474', '35354']","['63695', '11466', '1071', '64983', '6837']"
789,6341,"['74526', '43244', '72900', '31683', '52358']",[''],[''],"['74526', '43244', '72900', '31683', '52358']"
790,26222,"['43551', '68073', '9517', '16837', '56590']","['58422', '3645', '18648', '29065', '21447']",[''],"['43551', '68073', '9517', '16837', '56590']"
791,17998,"['56419', '53092', '71537', '17598', '50180']",[''],"['60699', '14400', '78923', '13226', '62539']","['56419', '53092', '71537', '17598', '50180']"
792,51002,[''],[''],"['6584', '44736', '56899', '43901', '23510']",['']
793,70026,"['23366', '38911|57593|27703|28389|19657|32288|20833|42432|21720|52763', '23809', '16247', '10984|24203']","['55917', '2521', '5303', '54375', '35890']","['70928', '51014', '663', '15596', '73866']","['23366', '38911|57593|27703|28389|19657|32288|20833|42432|21720|52763', '23809', '16247', '10984|24203']"
794,4089,"['41483', '23532', '7013', '549', '68273']","['10143', '72567', '29962', '14862', '8631']","['78923', '19370', '44505', '63646', '3722']","['41483', '23532', '7013', '549', '68273']"
795,56945,"['19347', '54040', '22464', '78189', '16201']","['18949', '38833', '43974', '12182', '38939']","['78923', '24813', '47939|36625', '70146', '45164']","['19347', '54040', '22464', '78189', '16201']"
796,56300,"['48335|23541', '58476|77966', '73958', '29525', '41974']",[''],[''],"['48335|23541', '58476|77966', '73958', '29525', '41974']"
797,29536,"['59648', '71817', '26121', '52037', '13379']",[''],[''],"['59648', '71817', '26121', '52037', '13379']"
798,67085,"['65222', '24832', '32671', '63893|1241', '54228']",[''],[''],"['65222', '24832', '32671', '63893|1241', '54228']"
799,8318,"['56935', '17194', '68765', '2987', '6920']",[''],[''],"['56935', '17194', '68765', '2987', '6920']"
800,50701,"['10206', '67810', '17498', '7636', '3760']","['75926', '72511', '4988|70265', '53669', '26735']","['9237', '73329', '74912', '50535', '43771']","['10206', '67810', '17498', '7636', '3760']"
801,39906,"['27858', '34389', '49782|6507', '25460', '42719']",[''],"['64768', '31010', '10100', '10644', '49747']","['27858', '34389', '49782|6507', '25460', '42719']"
802,20388,"['37852', '406', '29327', '66651', '722']",[''],"['73806', '54453', '17872', '23005', '18997']","['37852', '406', '29327', '66651', '722']"
803,48054,"['68904', '43152', '30511', '42912', '6814']",[''],[''],"['68904', '43152', '30511', '42912', '6814']"
804,28013,"['75712', '45268', '30317', '40972', '41673']","['2906', '31752', '35386', '72693', '53506']","['78923', '60699', '24813', '13226', '49793']","['75712', '45268', '30317', '40972', '41673']"
805,72242,"['71531', '27444', '69775', '70704', '25710']","['58266|4493', '18296', '37702', '9526', '75484']","['58232', '43411', '57037|44704', '11344', '65168']","['71531', '27444', '69775', '70704', '25710']"
806,69407,"['46429', '23693', '37102', '73379', '47345']","['46429', '23693', '52572', '3365', '47345']","['41161', '2194|78235|14568', '19247', '36960', '3868']","['46429', '23693', '47345', '37102', '73379']"
807,67382,"['61786', '21100', '75434', '35978', '54638']","['61786', '55241', '54220', '72459', '53627']","['24813', '10644', '3045', '60446', '11090']","['61786', '21100', '75434', '35978', '54638']"
808,48584,"['31729', '26426', '14578', '65240', '62366']",[''],[''],"['31729', '26426', '14578', '65240', '62366']"
809,38197,"['78067', '12575', '49614', '7824', '10143']","['78050', '18193', '43281', '76168', '60966']","['54139', '73850', '24813', '9452', '43120']","['78067', '12575', '49614', '7824', '10143']"
810,3696,"['12299', '73078', '42419', '58556', '32731']",[''],"['44816', '28855', '70146', '23005', '25161']","['12299', '73078', '42419', '58556', '32731']"
811,22940,[''],[''],"['29012', '49166', '70146', '45164', '21591']",['']
812,66319,"['60122', '29999', '2456', '33447', '44880']","['295', '24140', '17464', '401', '13250']","['2727|6732', '19524', '23001', '77378', '29012']","['60122', '29999', '2456', '33447', '44880']"
813,37531,"['34528', '74294', '65242', '26094', '76857']",[''],[''],"['34528', '74294', '65242', '26094', '76857']"
814,47302,"['8676', '25238', '13121', '14993', '51769']",[''],[''],"['8676', '25238', '13121', '14993', '51769']"
815,64237,"['52414', '62099', '51815', '41248', '31168']","['29441|77241', '72410', '73477', '65451', '68355']",[''],"['52414', '62099', '51815', '41248', '31168']"
816,60983,"['35110', '52250', '19968|22964', '70166', '30200']",[''],"['32191', '38110|25056', '72739', '31010', '38589']","['35110', '52250', '19968|22964', '70166', '30200']"
817,687,"['27420', '3230', '21811', '12315', '55787']","['32089', '17900', '54641', '24396', '21770']","['47922', '50064', '32067', '11500', '19664']","['27420', '3230', '21811', '12315', '55787']"
818,51599,"['7745', '43364', '8639', '27005', '19131']",[''],[''],"['7745', '43364', '8639', '27005', '19131']"
819,12519,"['42495', '12519', '53915', '71372', '54616']","['75579', '50791', '10911', '59154', '74971']",[''],"['42495', '12519', '53915', '71372', '54616']"
820,8268,"['8559', '54718', '17424', '7458', '68820']","['58154', '45196', '52720', '50542', '77893']","['56094', '13226', '2147', '3547', '23808']","['8559', '54718', '17424', '7458', '68820']"
821,45732,"['52570', '27096', '78813', '22837', '47984']","['27066', '18681', '51448', '25146', '50806']","['9114', '71562', '17872', '35218', '46960|33319|48688|27428']","['52570', '27096', '78813', '22837', '47984']"
822,29948,"['32998', '44864', '30060', '69426', '38474']",[''],"['78923', '9610', '17872', '24813', '44080']","['32998', '44864', '30060', '69426', '38474']"
823,24087,"['62109', '25263', '74022', '20436', '34092']",[''],[''],"['62109', '25263', '74022', '20436', '34092']"
824,24667,"['71431', '23060', '77143', '32181', '14637']","['35641', '70631', '30308', '54977', '21513']",[''],"['71431', '23060', '77143', '32181', '14637']"
825,9197,"['23014', '16996', '11193', '52979', '62781']","['58443', '7755', '54987', '4612', '35228']","['78923', '40807', '44505', '31367|55762', '60699']","['23014', '16996', '11193', '52979', '62781']"
826,31571,[''],[''],[''],['']
827,71698,"['1960', '72711', '73679', '73036', '29032']",[''],"['74904', '65199|30269', '68075', '39483', '68876']","['1960', '72711', '73679', '73036', '29032']"
828,43672,"['11584', '12568', '48274', '1044', '74528']",[''],[''],"['11584', '12568', '48274', '1044', '74528']"
829,72088,"['35345', '72972', '29857', '40043', '484']",[''],[''],"['35345', '72972', '29857', '40043', '484']"
830,53393,"['23924', '74082', '19805', '36981', '69192']","['40276', '10253', '14875', '22178', '23413']","['45298', '4643', '27340', '34778', '9610']","['23924', '74082', '19805', '36981', '69192']"
831,38254,"['78725', '47310', '36819', '34524', '61104']",[''],[''],"['78725', '47310', '36819', '34524', '61104']"
832,27491,"['52385', '37642', '17390', '2412', '25274']",[''],[''],"['52385', '37642', '17390', '2412', '25274']"
833,7028,"['66233', '13795', '60387', '65482', '11058']",[''],[''],"['66233', '13795', '60387', '65482', '11058']"
834,56180,"['1493', '61807', '62367', '41214', '8452']",[''],[''],"['1493', '61807', '62367', '41214', '8452']"
835,10324,"['48087', '5550', '15901', '74837', '12144']","['20478', '31012', '8267', '69701', '49400']","['17872', '78923', '75952', '46448', '1782']","['48087', '5550', '15901', '74837', '12144']"
836,51443,"['9883', '65811', '72896', '41358', '810']",[''],[''],"['9883', '65811', '72896', '41358', '810']"
837,65088,"['33849', '75482', '77701', '193', '19482']","['68057', '50218', '22654|55087', '63943|59743', '6766|30680']","['44816', '49166', '23662', '70146', '55466']","['33849', '75482', '77701', '193', '19482']"
838,45487,"['9519', '56283', '54058', '11475', '74616']","['62650', '7561', '5109', '68529', '28024']","['42378', '55782', '30152', '10546', '73858']","['9519', '56283', '54058', '11475', '74616']"
839,7201,[''],[''],[''],['']
840,3031,"['24687', '31403', '38577', '39602', '65344']","['62493', '7031', '38677', '34656', '42893']","['32191', '28850', '62219', '37713', '21297']","['24687', '31403', '38577', '39602', '65344']"
841,52727,[''],[''],[''],['']
842,66360,"['66663', '70924', '48317', '45426', '59630']","['65465', '46518', '44944', '43482|47107', '29249']","['32191', '52830', '37136', '56748', '52394']","['66663', '70924', '48317', '45426', '59630']"
843,70707,[''],[''],[''],['']
844,60250,"['15044', '72190', '58179|61111', '58063', '78327']","['4243', '21019', '7362', '8324', '54410']",[''],"['15044', '72190', '58179|61111', '58063', '78327']"
845,70223,"['639', '56296', '646|20891', '64750|70939', '15466']",[''],"['78923', '44505', '24813', '77731', '18450']","['639', '56296', '646|20891', '64750|70939', '15466']"
846,12103,"['24782', '30790', '27541', '28264', '50858']",[''],[''],"['24782', '30790', '27541', '28264', '50858']"
847,29580,"['50962', '50299', '29794', '39543', '22516']","['4467', '20548', '33008', '6223', '8394']","['8823', '52106', '23808', '45947', '60699']","['50962', '50299', '29794', '39543', '22516']"
848,3472,"['25756', '59030', '67765', '26170', '24289']",[''],"['56763', '65769', '78084', '60699', '52155']","['25756', '59030', '67765', '26170', '24289']"
849,66315,"['3205', '48319', '26473', '22813', '70649']",[''],[''],"['3205', '48319', '26473', '22813', '70649']"
850,58455,"['68544', '68544', '3531', '68273', '42616']","['45355', '33047', '57970', '55468', '57554']","['49793', '41161', '50089', '25409', '2194|78235|14568']","['68544', '68544', '3531', '68273', '42616']"
851,9424,"['43589', '11795', '29523', '70544', '76063']","['24474', '64309', '37562', '21970', '52352']","['60699', '3045', '58670', '52019', '44744']","['43589', '11795', '29523', '70544', '76063']"
852,56705,"['35953', '13311', '72149', '47191', '50859']","['62132', '50167', '23849', '12161', '53978']","['29864', '68876', '9691', '49793', '60699']","['35953', '13311', '72149', '47191', '50859']"
853,54338,"['57045', '45248|14168', '35230', '60232', '61542|40930']","['56445', '24588', '52269', '31395', '10620']","['21297', '17872', '49342', '77545', '12458']","['57045', '45248|14168', '35230', '60232', '61542|40930']"
854,70923,"['22026', '25361', '7636', '5953', '17498']",[''],[''],"['22026', '25361', '7636', '5953', '17498']"
855,41422,"['2549', '48203', '9763', '49158', '52910']",[''],[''],"['2549', '48203', '9763', '49158', '52910']"
856,23087,[''],[''],[''],['']
857,60594,"['53147', '73898', '3718', '6422', '56068']",[''],"['2727|6732', '28694', '4714', '30613', '66683']","['53147', '73898', '3718', '6422', '56068']"
858,59102,"['71411', '24458', '52702', '17518', '13452']","['71199', '75033', '294', '60674', '73665']","['52106', '8823', '8724', '3175', '78084']","['71411', '24458', '52702', '17518', '13452']"
859,70997,"['31552', '16348', '59030', '26170', '4052']","['11227', '59946', '13009', '41182', '23191|43713']","['24813', '78923', '3355', '44080', '29309']","['31552', '16348', '59030', '26170', '4052']"
860,15861,"['37038', '58409', '32980', '71402', '76046']",[''],"['18815', '67856', '14868', '35176', '57524']","['37038', '58409', '32980', '71402', '76046']"
861,8542,"['1041', '33333', '46549', '34721', '22133']",[''],"['36933', '12277', '459', '53055', '35987']","['1041', '33333', '46549', '34721', '22133']"
862,38964,"['10807', '2520', '32556', '25418', '50174']","['38073', '55146', '51249|52988', '2468', '17823|13019|23225|39758|23304']","['70146', '55245', '55044', '1703|55568|65667|38419', '29012']","['10807', '2520', '32556', '25418', '50174']"
863,8208,"['74377|42240', '78291', '45958', '70631', '47713']","['42908', '46636', '7190', '69242', '75158']","['59657', '11500', '65838', '24807', '6974']","['74377|42240', '78291', '45958', '70631', '47713']"
864,1954,"['35927', '8524', '48092', '18294', '35954']",[''],[''],"['35927', '8524', '48092', '18294', '35954']"
865,4822,"['61545', '18119', '5082', '41316', '1723']",[''],"['44505', '10973', '78923', '11500', '24521']","['61545', '18119', '5082', '41316', '1723']"
866,26113,"['3337', '5251', '26553', '9666', '77410']",[''],[''],"['3337', '5251', '26553', '9666', '77410']"
867,12970,"['43837', '8619', '9968', '72628', '41485']","['14806', '68301', '36928', '37462', '65926']","['58232', '44505', '75095', '8308', '11344']","['43837', '8619', '9968', '72628', '41485']"
868,9891,"['2559', '4106', '40485', '19802', '3741']",[''],"['14400', '53055', '2727|6732', '77644', '9719']","['2559', '4106', '40485', '19802', '3741']"
869,65669,"['318', '51780', '77025', '40766', '35849']",[''],"['21297', '21133', '43915', '17872', '77545']","['318', '51780', '77025', '40766', '35849']"
870,26379,"['14908', '70826', '35891', '17834', '69267']",[''],"['39666', '60699', '22772', '64099', '68530']","['14908', '70826', '35891', '17834', '69267']"
871,30725,"['7244', '2179', '44754', '72191', '32705']","['45670', '69065', '73168', '64022', '62359']",[''],"['7244', '2179', '44754', '72191', '32705']"
872,55501,"['22014', '6722', '67879', '73054', '9962']","['37323', '16736', '20280', '106', '17214']","['78923', '47756', '21133', '57230', '9192']","['22014', '6722', '67879', '73054', '9962']"
873,49738,"['36471', '27330', '11058', '55928', '27047']","['70467|16649', '23623', '67047', '77494', '26186']",[''],"['36471', '27330', '11058', '55928', '27047']"
874,77676,"['35591', '13837', '49714', '40327', '7150']","['32310', '59708', '2261', '9149', '32850|64160']","['52106', '16216', '78923', '74522', '49793']","['35591', '13837', '49714', '40327', '7150']"
875,16801,"['40056', '64296', '27657', '40782', '62548']","['41803', '52455', '16230', '38612', '78705']","['60699', '44816', '78384', '78923', '51500|47151|33827']","['40056', '64296', '27657', '40782', '62548']"
876,61475,"['38542|34154', '11370|11478', '25285', '5913', '49200']",[''],[''],"['38542|34154', '11370|11478', '25285', '5913', '49200']"
877,51600,"['6046', '73105', '74251', '28608', '950']",[''],[''],"['6046', '73105', '74251', '28608', '950']"
878,33303,"['26170', '24289', '55209', '10063', '59030']",[''],[''],"['26170', '24289', '55209', '10063', '59030']"
879,39498,"['18386', '49639', '69726', '20780', '54826', '17733']",[''],[''],"['18386', '49639', '69726', '20780', '54826', '17733']"
880,46052,"['39958', '34104', '78022', '45440', '50587']",[''],[''],"['39958', '34104', '78022', '45440', '50587']"
881,72969,"['57699', '41000', '58248', '16021', '72798']",[''],"['3842', '78962', '67155', '28780', '40946']","['57699', '41000', '58248', '16021', '72798']"
882,14895,"['30981', '13988', '11119', '23333', '41665']","['45595', '4076', '11441', '9924', '4284']","['78923', '24813', '44505', '70146', '59657']","['30981', '13988', '11119', '23333', '41665']"
883,69233,"['17138', '39691', '55737', '54616', '71440']",[''],[''],"['17138', '39691', '55737', '54616', '71440']"
884,19801,"['14142', '71110', '20425', '32164', '23583']","['62339', '65865', '28273', '20972', '9988|40927']","['31010', '9231', '35987', '36933', '12277']","['14142', '71110', '20425', '32164', '23583']"
885,65557,"['68333', '28682', '31696', '41813', '74843']",[''],"['1144', '71013', '9143', '43439', '15765']","['68333', '28682', '31696', '41813', '74843']"
886,78480,"['77648', '6104', '5227', '20617', '5090']",[''],[''],"['77648', '6104', '5227', '20617', '5090']"
887,20547,"['54253', '60378', '53358', '64547', '16016']","['41038', '62920', '9960', '37028', '36375']","['49793', '74904', '29864', '25409', '50089']","['54253', '60378', '53358', '64547', '16016']"
888,47002,"['64861', '21106', '57547', '34617', '26311']",[''],[''],"['64861', '21106', '57547', '34617', '26311']"
889,41580,"['33857', '70162', '20058', '13935', '75635']","['778', '13746', '17801', '32883', '55474']","['23510', '19664', '19872', '20936', '44505']","['33857', '70162', '20058', '13935', '75635']"
890,23706,"['29585', '6839', '39348', '52064', '53649']","['51436', '16750', '22410', '20642', '77563']","['44505', '78923', '53055', '14400', '75095']","['29585', '6839', '39348', '52064', '53649']"
891,8498,"['26764', '58083', '22627', '40536', '72066']",[''],[''],"['26764', '58083', '22627', '40536', '72066']"
892,53475,"['68479', '65215', '13065', '17374', '406']","['65446', '41399', '61813', '52761', '74205']","['22600', '44505', '78923', '60558', '6974']","['68479', '65215', '13065', '17374', '406']"
893,2074,"['30124', '64461', '22269', '45761', '32051']",[''],[''],"['30124', '64461', '22269', '45761', '32051']"
894,75295,"['774', '70207', '69174', '14099', '8289']",[''],"['41296', '23661', '11198', '63387', '4611']","['774', '70207', '69174', '14099', '8289']"
895,39076,"['73484', '42569', '29863', '41865', '28503']","['38758', '11159', '64377|1181', '36997', '47567|56044']","['63924', '41179|65422|23057', '52019', '3355', '24573']","['73484', '42569', '29863', '41865', '28503']"
896,59879,"['17674', '28285', '38474', '44864', '69426']","['72172', '78355', '7838', '72355', '51877']","['58232', '52014', '78923', '40294', '44505']","['17674', '28285', '38474', '44864', '69426']"
897,51540,"['75344', '15681', '69019', '29124', '19246']",[''],[''],"['75344', '15681', '69019', '29124', '19246']"
898,40362,"['11714', '37909|20145', '21090', '77380', '23596']","['64554', '63064|69026', '3232', '4713', '32940']",[''],"['11714', '37909|20145', '21090', '77380', '23596']"
899,73789,"['55958', '13653', '30740', '4218', '63922']","['31098', '17274', '74430', '61851', '27876']","['38072', '2727|6732', '9985', '55430', '3757']","['55958', '13653', '30740', '4218', '63922']"
900,76368,"['6024', '18179', '8484', '32060', '3760']","['10047', '47110', '47510|15425', '23346', '65730']","['78923', '30263', '22384', '43536', '47802']","['6024', '18179', '8484', '32060', '3760']"
901,22313,"['44537', '15867', '71238', '47205', '66185']","['19849', '48826', '9472', '67730', '7814']","['78084', '10151', '44505', '52155', '44816']","['44537', '15867', '71238', '47205', '66185']"
902,11550,"['3035', '21437', '59271', '67764', '73036']","['53677', '78462', '17779', '37525', '71027|75616']","['5180', '66396', '23808', '13226', '73052']","['3035', '21437', '59271', '67764', '73036']"
903,73200,[''],[''],[''],['']
904,21536,"['61805', '75220', '50811', '35978', '44085']","['61805', '74981', '7480', '5125', '58353']","['70146', '29012', '77545', '21727', '23005']","['61805', '75220', '50811', '35978', '44085']"
905,56475,"['62079', '78667', '36612', '45377', '60896']",[''],"['17872', '21297', '31367|55762', '77545', '13846']","['62079', '78667', '36612', '45377', '60896']"
906,27237,"['56078', '66981', '68820', '48250', '67497']",[''],[''],"['56078', '66981', '68820', '48250', '67497']"
907,59970,"['19541', '76617', '33284', '22023', '31315']","['63589|46441', '57779', '48294', '34840', '42733']","['78923', '60699', '55044', '24813', '61606']","['19541', '76617', '33284', '22023', '31315']"
908,66324,"['25032', '18020', '15869', '17772', '67557']",[''],[''],"['25032', '18020', '15869', '17772', '67557']"
909,56170,"['2643', '3114', '28723', '52956', '54557']","['4210|10509', '60446', '1014', '72324', '35670']","['29012', '70146', '73090', '45164', '52991']","['2643', '3114', '28723', '52956', '54557']"
910,61750,"['15744', '14971', '2003', '76902', '20102']","['46766', '74585', '19603', '75120', '63780']","['78923', '44505', '3355', '14400', '49793']","['15744', '14971', '2003', '76902', '20102']"
911,78486,"['59500', '15717', '61744', '27301', '65215']","['12698', '64284|58677', '63201', '32203', '9440']","['53055', '44505', '60699', '24813', '62539']","['59500', '15717', '61744', '27301', '65215']"
912,22231,"['60735', '16127', '3781', '58886', '61196']","['18119', '49739', '77868', '52947', '26269']","['28855', '49607', '77156', '23661', '40611']","['60735', '16127', '3781', '58886', '61196']"
913,56175,"['28408', '12299', '27615', '100', '17652']","['10928', '50648', '68065', '3745|68142', '78390']",[''],"['28408', '12299', '27615', '100', '17652']"
914,36526,"['39206', '60794', '34617', '21106', '64861']",[''],[''],"['39206', '60794', '34617', '21106', '64861']"
915,72777,"['61319', '9870|47667', '46795|44986', '11245', '6901|44511']",[''],[''],"['61319', '9870|47667', '46795|44986', '11245', '6901|44511']"
916,51818,"['27766', '64884', '66942', '55141', '9391']",[''],"['6508', '47756', '22529', '24813', '10644']","['27766', '64884', '66942', '55141', '9391']"
917,78303,[''],[''],[''],['']
918,54090,"['65248', '60347', '6539', '13225', '343']",[''],[''],"['65248', '60347', '6539', '13225', '343']"
919,58865,"['57970', '28998', '30459|40262|72957|49438', '41529', '58170']",[''],[''],"['57970', '28998', '30459|40262|72957|49438', '41529', '58170']"
920,28493,"['10130', '46668', '30154', '9581', '42876']","['63766', '71900', '65329', '78886', '50685']","['37863', '10439', '57230', '40728', '2026|26222']","['10130', '46668', '30154', '9581', '42876']"
921,39201,"['23095', '11577', '41384|26865', '8585|73164', '27858']","['5851', '57651', '56991', '50248', '70190']",[''],"['23095', '11577', '41384|26865', '8585|73164', '27858']"
922,3523,"['55781', '29784', '3059', '62087', '57040']",[''],[''],"['55781', '29784', '3059', '62087', '57040']"
923,26764,"['58083', '22627', '40536', '72066', '8498']",[''],[''],"['58083', '22627', '40536', '72066', '8498']"
924,10587,"['68479', '13065', '65215', '45937', '56657']",[''],"['31010', '31326', '27267', '62539', '1311']","['68479', '13065', '65215', '45937', '56657']"
925,27590,"['43604', '67318', '6328', '24095', '60094']","['33292', '56028', '68806|75497|32569', '46750', '16344']","['7280', '44505', '74654', '1255', '34126']","['43604', '67318', '6328', '24095', '60094']"
926,14640,"['17506', '32268', '41748', '61036', '32483']",[''],"['70146', '60699', '31853', '37029', '21727']","['17506', '32268', '41748', '61036', '32483']"
927,30239,"['406', '722', '19183', '21162', '4047']","['26521', '19569', '56860', '30046|74455', '47577']","['70146', '44092', '27901', '55245', '29012']","['406', '722', '19183', '21162', '4047']"
928,25987,"['40196', '78890', '76229', '46155', '21811']","['71367', '58269', '73730', '32094', '45962']","['60699', '24813', '13226', '78962', '25161']","['40196', '78890', '76229', '46155', '21811']"
929,50899,"['25368', '49452', '74029', '10603', '41240']","['63940', '7712', '75402', '33676', '68501|73400']","['56551', '27799', '77731', '1800', '49747']","['25368', '49452', '74029', '10603', '41240']"
930,38664,"['44553', '12767', '31680', '49876', '24052']",[''],[''],"['44553', '12767', '31680', '49876', '24052']"
931,64339,"['45401', '54597', '9078', '49496', '10648']","['62259', '14388', '29130', '52597', '54386']","['60699', '29012', '14400', '70146', '71909']","['45401', '54597', '9078', '49496', '10648']"
932,36157,"['72101', '3166', '14573', '19804', '40868']",[''],[''],"['72101', '3166', '14573', '19804', '40868']"
933,67219,[''],[''],[''],['']
934,26971,"['1337', '78229', '44877', '20296', '39452']","['30744', '20691', '42299', '5543', '68085']",[''],"['1337', '78229', '44877', '20296', '39452']"
935,59750,"['51244', '26146', '54414', '9160', '24250']",[''],[''],"['51244', '26146', '54414', '9160', '24250']"
936,14318,[''],[''],[''],['']
937,35892,"['51515', '43551', '71713', '69870', '6019']","['21635', '23018', '56110', '47914', '64436']","['73702|39650', '41057', '67819', '78177', '74505']","['51515', '43551', '71713', '69870', '6019']"
938,23226,"['73107', '61131', '7185', '14829', '57811']",[''],[''],"['73107', '61131', '7185', '14829', '57811']"
939,78680,"['29866', '68542', '72280', '21380', '12093']",[''],"['52106', '8823', '9691', '8724', '45947']","['29866', '68542', '72280', '21380', '12093']"
940,60056,"['14735', '2516', '10009', '17162', '64271']",[''],[''],"['14735', '2516', '10009', '17162', '64271']"
941,68759,"['47204', '38789', '51303', '53415', '24603']",[''],[''],"['47204', '38789', '51303', '53415', '24603']"
942,61909,"['960', '6188', '58015|54162', '58416', '10702']","['78385', '15766', '20716', '19669', '75994']","['78923', '64125', '13226', '47137', '52521']","['960', '6188', '58015|54162', '58416', '10702']"
943,62464,"['67765', '25756', '42391', '26170', '24289']",[''],[''],"['67765', '25756', '42391', '26170', '24289']"
944,39864,"['39315', '44502', '9763', '49158', '76925']","['77165', '5910', '47553', '63692', '45286']",[''],"['39315', '44502', '9763', '49158', '76925']"
945,4120,"['70113', '76173', '14336', '28880', '59731']","['76476', '17855', '47838', '295', '38158']","['74904', '58012', '3868', '57497', '38453']","['70113', '76173', '14336', '28880', '59731']"
946,71863,"['53531', '44814', '66676', '54684', '1572']",[''],"['50384', '19243', '76514', '66862', '77399']","['53531', '44814', '66676', '54684', '1572']"
947,67953,"['76982', '73835', '64958', '46023', '17442']",[''],[''],"['76982', '73835', '64958', '46023', '17442']"
